# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -0.001   Z = 0.0149205   Y = 0.26948852   Age (Myr) = 20.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP    G_RVS
#========================================================================================================================================================================================================
   8.7085041392   8.7085041392   3.75827  4.34597   -2.4898  -2.6180  -2.2454  -2.2155
   8.7443729065   8.7443729065   3.76640  4.34637   -2.5081  -2.6365  -2.2635  -2.2336
   8.7802416737   8.7802416737   3.77453  4.34675   -2.5266  -2.6551  -2.2818  -2.2519
   8.8161104410   8.8161104410   3.78267  4.34711   -2.5452  -2.6738  -2.3002  -2.2702
   8.8519792082   8.8519792082   3.79080  4.34745   -2.5639  -2.6926  -2.3188  -2.2887
   8.8878479755   8.8878479755   3.79894  4.34777   -2.5828  -2.7116  -2.3374  -2.3073
   8.9237167427   8.9237167427   3.80708  4.34808   -2.6018  -2.7306  -2.3562  -2.3260
   8.9595855100   8.9595855100   3.81523  4.34836   -2.6208  -2.7498  -2.3752  -2.3449
   8.9954542772   8.9954542772   3.82338  4.34862   -2.6401  -2.7691  -2.3943  -2.3640
   9.0313230445   9.0313230445   3.83142  4.34885   -2.6592  -2.7883  -2.4133  -2.3829
   9.0671918117   9.0671918117   3.83945  4.34907   -2.6784  -2.8076  -2.4323  -2.4020
   9.1030605790   9.1030605790   3.84748  4.34926   -2.6977  -2.8270  -2.4516  -2.4212
   9.1389293462   9.1389293462   3.85552  4.34943   -2.7172  -2.8465  -2.4710  -2.4405
   9.1747981134   9.1747981134   3.86357  4.34958   -2.7369  -2.8662  -2.4905  -2.4601
   9.2106668807   9.2106668807   3.87162  4.34969   -2.7567  -2.8861  -2.5103  -2.4798
   9.2465356479   9.2465356479   3.87967  4.34979   -2.7766  -2.9061  -2.5302  -2.4997
   9.2824044152   9.2824044152   3.88774  4.34985   -2.7968  -2.9263  -2.5503  -2.5198
   9.3182731824   9.3182731824   3.89581  4.34990   -2.8171  -2.9466  -2.5706  -2.5400
   9.3541419497   9.3541419497   3.90389  4.34991   -2.8376  -2.9671  -2.5910  -2.5605
   9.3900107169   9.3900107169   3.91198  4.34989   -2.8582  -2.9878  -2.6117  -2.5812
   9.4258794842   9.4258794842   3.92007  4.34984   -2.8791  -3.0087  -2.6326  -2.6021
   9.4617482514   9.4617482514   3.92818  4.34977   -2.9002  -3.0298  -2.6537  -2.6232
